transcript	gencode_gene	gencode_gene_id	gnomad_gene	chr	gnomad_transcript_start	gnomad_transcript_end	gnomad_cds_start	gnomad_cds_end	strand
ENST00000371900	SLC6A14	ENSG00000087916	SLC6A14	X	115567790	115592625	115567878	115590118	+
ENST00000371901	CYP4X1	ENSG00000186377	CYP4X1	1	47427036	47516423	47489490	47515843	+
ENST00000371906	AGTR2	ENSG00000180772	AGTR2	X	115301975	115306225	115303534	115304622	+
ENST00000371917	ARFGEF2	ENSG00000124198	ARFGEF2	20	47538427	47653230	47538427	47649733	+
ENST00000371920	LUZP4	ENSG00000102021	LUZP4	X	114524293	114542121	114524326	114541366	+
ENST00000371923	CYP4B1	ENSG00000142973	CYP4B1	1	47223510	47285085	47264754	47284483	+
ENST00000371926	STAMBPL1	ENSG00000138134	STAMBPL1	10	90639491	90734910	90661466	90682978	+
ENST00000371929	ADAMTS13	ENSG00000160323	ADAMTS13	9	136279478	136324508	136287564	136324299	+
ENST00000371930	ANKRD22	ENSG00000152766	ANKRD22	10	90581889	90611575	90582701	90611364	-
ENST00000371933	EFCAB14	ENSG00000159658	EFCAB14	1	47124366	47184824	47144136	47183759	-
ENST00000371936	IL13RA2	ENSG00000123496	IL13RA2	X	114238538	114254540	114238646	114251832	-
ENST00000371939	LIPJ	ENSG00000204022	LIPJ	10	90346510	90366733	90350445	90366661	+
ENST00000371941	PREX1	ENSG00000124126	PREX1	20	47240790	47444420	47242426	47444397	-
ENST00000371942	REXO4	ENSG00000148300	REXO4	9	136271186	136283164	136272080	136282964	-
ENST00000371946	MKNK1	ENSG00000079277	MKNK1	1	47023090	47082515	47024250	47059818	-
ENST00000371953	PTEN	ENSG00000171862	PTEN	10	89622870	89731687	89624227	89725226	+
ENST00000371957	C9orf96	ENSG00000198870	C9orf96	9	136243117	136271220	136243345	136270542	+
ENST00000371959	AMOT	ENSG00000126016	AMOT	X	112017731	112084043	112021798	112066354	-
ENST00000371964	SURF2	ENSG00000148291	SURF2	9	136223428	136228045	136223469	136228012	+
ENST00000371968	LHFPL1	ENSG00000182508	LHFPL1	X	111873876	111923375	111874651	111914618	-
ENST00000371974	SURF1	ENSG00000148290	SURF1	9	136218610	136223552	136218771	136223329	-
ENST00000371975	RAD54L	ENSG00000085999	RAD54L	1	46713360	46744145	46714078	46743951	+
ENST00000371980	LURAP1	ENSG00000171357	LURAP1	1	46669006	46686933	46669099	46685889	+
ENST00000371989	SURF4	ENSG00000148248	SURF4	9	136228325	136242970	136230372	136242840	-
ENST00000371992	POMGNT1	ENSG00000085998	POMGNT1	1	46654354	46685977	46654394	46663493	-
ENST00000371996	MINPP1	ENSG00000107789	MINPP1	10	89264632	89313217	89264673	89312232	+
ENST00000371998	NCOA3	ENSG00000124151	NCOA3	20	46130601	46285621	46250992	46282158	+
ENST00000372003	TSPAN1	ENSG00000117472	TSPAN1	1	46640745	46651630	46646780	46651202	+
ENST00000372013	ADIRF	ENSG00000148671	ADIRF	10	88727949	88743691	88728302	88730336	+
ENST00000372014	MRPL14	ENSG00000180992	MRPL14	6	44081194	44095194	44081583	44084348	-
ENST00000372017	SNCG	ENSG00000173267	SNCG	10	88718375	88723017	88718455	88722739	+
ENST00000372022	SURF6	ENSG00000148296	SURF6	9	136197552	136203235	136198708	136202969	-
ENST00000372025	TMEM69	ENSG00000159596	TMEM69	1	46152886	46160115	46156741	46159574	+
ENST00000372027	MMRN2	ENSG00000173269	MMRN2	10	88695297	88729238	88696503	88717298	-
ENST00000372034	OBP2B	ENSG00000171102	OBP2B	9	136080664	136084630	136081308	136084586	-
ENST00000372037	BMPR1A	ENSG00000107779	BMPR1A	10	88516407	88692595	88635776	88683473	+
ENST00000372040	GBGT1	ENSG00000148288	GBGT1	9	136028340	136039332	136028967	136037799	-
ENST00000372042	CHRDL1	ENSG00000101938	CHRDL1	X	109917084	110039286	109919462	110035409	-
ENST00000372050	RALGDS	ENSG00000160271	RALGDS	9	135973107	136039301	135973977	135996541	-
ENST00000372054	GNG5P2	ENSG00000133136	GNG5P2	X	109589700	109590201	109589934	109590137	-
ENST00000372055	VEGFA	ENSG00000112715	VEGFA	6	43737921	43754224	43738444	43752296	+
ENST00000372070	AKR1A1	ENSG00000117448	AKR1A1	1	46016215	46035721	46027467	46035625	+
ENST00000372071	OPN4	ENSG00000122375	OPN4	10	88414314	88426605	88414541	88425505	+
ENST00000372073	TMEM164	ENSG00000157600	TMEM164	X	109245859	109425962	109247003	109416676	+
ENST00000372080	CEL	ENSG00000170835	CEL	9	135937365	135947248	135937381	135947148	+
ENST00000372086	TESK2	ENSG00000070759	TESK2	1	45809555	45956872	45810515	45923457	-
ENST00000372090	TOE1	ENSG00000132773	TOE1	1	45805342	45809647	45805925	45809371	+
ENST00000372098	MUTYH	ENSG00000132781	MUTYH	1	45794835	45806142	45794981	45805926	-
ENST00000372101	KCNE1L	ENSG00000176076	KCNE1L	X	108866929	108868393	108867824	108868249	-
ENST00000372105	LRIT1	ENSG00000148602	LRIT1	10	85991349	86001217	85991686	86001195	-
ENST00000372108	GTF3C5	ENSG00000148308	GTF3C5	9	135906076	135933890	135906399	135933364	+
ENST00000372113	LRIT2	ENSG00000204033	LRIT2	10	85980254	85985345	85981679	85985276	-
ENST00000372114	TP53RK	ENSG00000172315	TP53RK	20	45313004	45318418	45315395	45318053	-
ENST00000372117	CDHR1	ENSG00000148600	CDHR1	10	85954410	85979377	85954517	85974374	+
ENST00000372126	C10orf99	ENSG00000188373	C10orf99	10	85933494	85945050	85933608	85944519	+
ENST00000372129	IRS4	ENSG00000133124	IRS4	X	107975712	107979651	107975804	107979574	-
ENST00000372133	MRPS18A	ENSG00000096080	MRPS18A	6	43639040	43655528	43639502	43655516	-
ENST00000372134	GHITM	ENSG00000165678	GHITM	10	85899196	85913001	85901257	85912101	+
ENST00000372141	NRG3	ENSG00000185737	NRG3	10	83635070	84746935	83635097	84745358	+
ENST00000372146	GTF3C4	ENSG00000125484	GTF3C4	9	135545422	135570342	135545986	135564329	+
ENST00000372159	DDX31	ENSG00000125485	DDX31	9	135468384	135545788	135470256	135545636	-
ENST00000372165	RSPH9	ENSG00000172426	RSPH9	6	43612783	43640336	43612836	43638721	+
ENST00000372172	HECTD3	ENSG00000126107	HECTD3	1	45468212	45477001	45469167	45476929	-
ENST00000372181	FAM213A	ENSG00000122378	FAM213A	10	82167585	82192753	82180224	82191852	+
ENST00000372190	RAPGEF1	ENSG00000107263	RAPGEF1	9	134452157	134615461	134454887	134585070	-
ENST00000372192	PTCH2	ENSG00000117425	PTCH2	1	45285516	45308735	45288090	45308604	-
ENST00000372198	DYDC2	ENSG00000133665	DYDC2	10	82104501	82127829	82104539	82126704	+
ENST00000372200	TCTEX1D4	ENSG00000188396	TCTEX1D4	1	45271585	45272957	45271678	45272340	-
ENST00000372201	PLK3	ENSG00000173846	PLK3	1	45265897	45271662	45266136	45271347	+
ENST00000372204	DYDC1	ENSG00000170788	DYDC1	10	82095861	82116511	82095915	82112357	-
ENST00000372207	BEST4	ENSG00000142959	BEST4	1	45249257	45253377	45249885	45253377	-
ENST00000372211	UCK1	ENSG00000130717	UCK1	9	134399188	134406655	134400430	134406561	-
ENST00000372213	MAT1A	ENSG00000151224	MAT1A	10	82031576	82049440	82033540	82049179	-
ENST00000372216	COL4A6	ENSG00000197565	COL4A6	X	107386780	107682727	107400233	107682601	-
ENST00000372224	KIF2C	ENSG00000142945	KIF2C	1	45205490	45233439	45205605	45232848	+
ENST00000372227	SLC35C2	ENSG00000080189	SLC35C2	20	44978167	44993043	44979036	44987145	-
ENST00000372228	POMT1	ENSG00000130714	POMT1	9	134378289	134399193	134379606	134398490	+
ENST00000372232	ATG4A	ENSG00000101844	ATG4A	X	107334898	107397901	107335057	107396939	+
ENST00000372236	POLH	ENSG00000170734	POLH	6	43543887	43586701	43550057	43582291	+
ENST00000372237	TMEM53	ENSG00000126106	TMEM53	1	45100910	45140227	45120234	45140063	-
ENST00000372257	ERI3	ENSG00000117419	ERI3	1	44686742	44820932	44687233	44820698	-
ENST00000372262	CDH22	ENSG00000149654	CDH22	20	44802372	44937137	44803148	44879933	-
ENST00000372263	PLAC9	ENSG00000189129	PLAC9	10	81891438	81905115	81892519	81904663	+
ENST00000372264	PPAPDC3	ENSG00000160539	PPAPDC3	9	134165081	134184649	134165385	134183671	+
ENST00000372271	FAM78A	ENSG00000126882	FAM78A	9	134133463	134151934	134136212	134151566	-
ENST00000372281	TMEM254	ENSG00000133678	TMEM254	10	81838402	81852313	81838456	81850670	+
ENST00000372285	CD40	ENSG00000101017	CD40	20	44746911	44758502	44746983	44757676	+
ENST00000372289	DMAP1	ENSG00000178028	DMAP1	1	44679127	44686353	44679426	44686287	+
ENST00000372292	SFTPD	ENSG00000133661	SFTPD	10	81697496	81742370	81697611	81706415	-
ENST00000372299	KLF17	ENSG00000171872	KLF17	1	44584522	44600812	44584580	44596425	+
ENST00000372309	AIF1L	ENSG00000126878	AIF1L	9	133971863	133998539	133972017	133995706	+
ENST00000372318	CCDC24	ENSG00000159214	CCDC24	1	44457031	44462200	44457551	44461829	+
ENST00000372322	NUTM2G	ENSG00000188152	NUTM2G	9	99690592	99702535	99691307	99701428	+
ENST00000372325	SFTPA2	ENSG00000185303	SFTPA2	10	81315608	81320153	81316968	81319239	-
ENST00000372330	MMP9	ENSG00000100985	MMP9	20	44637547	44645200	44637566	44645004	+
ENST00000372336	ZCCHC24	ENSG00000165424	ZCCHC24	10	81142081	81205383	81146104	81205196	-
ENST00000372338	FIBCD1	ENSG00000130720	FIBCD1	9	133777825	133814673	133779454	133813994	-
ENST00000372343	IPO13	ENSG00000117408	IPO13	1	44412611	44433694	44413273	44433351	+
ENST00000372348	ABL1	ENSG00000097007	ABL1	9	133589333	133763062	133589707	133761067	+
ENST00000372358	EXOSC2	ENSG00000130713	EXOSC2	9	133569108	133580248	133569179	133579158	+
ENST00000372371	POLR3A	ENSG00000148606	POLR3A	10	79734907	79789303	79737239	79789165	-
ENST00000372383	TSC22D3	ENSG00000157514	TSC22D3	X	106956451	107020572	106957752	107018649	-
ENST00000372387	AL391421.1	ENSG00000204049	AL391421.1	10	79626633	79629368	79626704	79627892	+
ENST00000372389	POLR1C	ENSG00000171453	POLR1C	6	43477440	43497323	43484848	43489035	+
ENST00000372391	DLG5	ENSG00000151208	DLG5	10	79550549	79686378	79552201	79686278	-
ENST00000372394	ASS1	ENSG00000130707	ASS1	9	133320316	133376661	133327616	133376405	+
ENST00000372396	KDM4A	ENSG00000066135	KDM4A	1	44115829	44171186	44118847	44170038	+
ENST00000372398	NCS1	ENSG00000107130	NCS1	9	132934857	132999583	132934943	132988763	+
ENST00000372406	GPR107	ENSG00000148358	GPR107	9	132815705	132902448	132816212	132897397	+
ENST00000372409	PCIF1	ENSG00000100982	PCIF1	20	44563267	44576662	44567639	44576391	+
ENST00000372422	YIPF3	ENSG00000137207	YIPF3	6	43479565	43484728	43479908	43484545	-
ENST00000372425	HYI	ENSG00000178922	HYI	1	43916824	43919660	43916912	43919464	-
ENST00000372435	PRPS1	ENSG00000147224	PRPS1	X	106871737	106894256	106871859	106893259	+
ENST00000372441	LRRC73	ENSG00000204052	LRRC73	6	43474707	43478424	43474979	43477523	-
ENST00000372445	TJAP1	ENSG00000137221	TJAP1	6	43445261	43474294	43466740	43473590	+
ENST00000372447	C9orf78	ENSG00000136819	C9orf78	9	132589569	132598142	132590443	132597500	-
ENST00000372458	ELOVL1	ENSG00000066322	ELOVL1	1	43829068	43833696	43829590	43831280	-
ENST00000372462	CDC20	ENSG00000117399	CDC20	1	43824626	43828874	43824887	43828797	+
ENST00000372466	NUP62CL	ENSG00000198088	NUP62CL	X	106366657	106449670	106391018	106418376	-
ENST00000372469	PRRX2	ENSG00000167157	PRRX2	9	132427920	132484875	132428147	132484628	+
ENST00000372470	MPL	ENSG00000117400	MPL	1	43803478	43818443	43803520	43818440	+
ENST00000372476	TIE1	ENSG00000066056	TIE1	1	43766664	43788779	43766743	43788390	+
ENST00000372478	C9orf50	ENSG00000179058	C9orf50	9	132374504	132383055	132374629	132382853	-
ENST00000372479	RBM41	ENSG00000089682	RBM41	X	106307650	106362057	106310760	106362003	-
ENST00000372484	CTSA	ENSG00000064601	CTSA	20	44518783	44527459	44519965	44527086	+
ENST00000372486	NTMT1	ENSG00000148335	NTMT1	9	132371163	132398209	132394983	132397740	+
ENST00000372491	IER5L	ENSG00000188483	IER5L	9	131937835	131940540	131939120	131940331	-
ENST00000372499	C10orf11	ENSG00000148655	C10orf11	10	77360998	78319925	77542734	78317043	+
ENST00000372517	ERMAP	ENSG00000164010	ERMAP	1	43282795	43310660	43296120	43308900	+
ENST00000372518	NEURL2	ENSG00000124257	NEURL2	20	44517264	44519926	44517400	44519630	-
ENST00000372519	SPATA25	ENSG00000149634	SPATA25	20	44515128	44516274	44515159	44516229	-
ENST00000372521	CCDC23	ENSG00000177868	CCDC23	1	43272723	43282954	43273088	43282215	-
ENST00000372523	ZSWIM1	ENSG00000168612	ZSWIM1	20	44509866	44513905	44511232	44512686	+
ENST00000372524	ZNF503	ENSG00000165655	ZNF503	10	77157588	77161664	77158510	77161177	-
ENST00000372525	C1orf50	ENSG00000164008	C1orf50	1	43232940	43263968	43232983	43241062	+
ENST00000372530	ABCC10	ENSG00000124574	ABCC10	6	43395104	43418168	43395717	43417826	+
ENST00000372538	COMTD1	ENSG00000165644	COMTD1	10	76993727	76995788	76993834	76995686	-
ENST00000372546	DOLPP1	ENSG00000167130	DOLPP1	9	131843379	131852717	131843411	131851283	+
ENST00000372548	CXorf57	ENSG00000147231	CXorf57	X	105855160	105922672	105855311	105921485	+
ENST00000372555	TNNC2	ENSG00000101470	TNNC2	20	44451853	44462384	44451990	44455887	-
ENST00000372561	PPCS	ENSG00000127125	PPCS	1	42921788	42939056	42922237	42925594	+
ENST00000372564	SH3GLB2	ENSG00000148341	SH3GLB2	9	131769315	131790582	131770966	131790433	-
ENST00000372565	ZMYND12	ENSG00000066185	ZMYND12	1	42896000	42921938	42896410	42921668	-
ENST00000372569	CRIP3	ENSG00000146215	CRIP3	6	43267448	43276535	43273555	43276530	-
ENST00000372572	FOXJ3	ENSG00000198815	FOXJ3	1	42642210	42801548	42645384	42776764	-
ENST00000372577	NUP188	ENSG00000095319	NUP188	9	131709978	131769375	131709999	131768954	+
ENST00000372581	GUCA2B	ENSG00000044012	GUCA2B	1	42619092	42621495	42619122	42621264	+
ENST00000372582	IL1RAPL2	ENSG00000189108	IL1RAPL2	X	103810996	105011822	103903595	105011651	+
ENST00000372583	HIVEP3	ENSG00000127124	HIVEP3	1	41972036	42501596	41976125	42050468	-
ENST00000372585	SLC22A7	ENSG00000137204	SLC22A7	6	43263432	43273276	43266097	43272460	+
ENST00000372586	DOLK	ENSG00000175283	DOLK	9	131707809	131709898	131707969	131709582	-
ENST00000372587	EDN2	ENSG00000127129	EDN2	1	41944446	41950344	41945083	41950272	-
ENST00000372588	ESX1	ENSG00000123576	ESX1	X	103494719	103499614	103494912	103499530	-
ENST00000372591	FOXO6	ENSG00000204060	FOXO6	1	41827594	41849262	41827603	41848550	+
ENST00000372617	GLRA4	ENSG00000188828	GLRA4	X	102962152	102983583	102962275	102983131	-
ENST00000372621	CTPS1	ENSG00000171793	CTPS1	1	41445007	41478235	41448963	41475914	+
ENST00000372622	DNTTIP1	ENSG00000101457	DNTTIP1	20	44420576	44440066	44420644	44439831	+
ENST00000372625	TCEAL1	ENSG00000172465	TCEAL1	X	102883632	102885881	102884845	102885321	+
ENST00000372628	TCEAL3	ENSG00000196507	TCEAL3	X	102862379	102884618	102863993	102864592	+
ENST00000372633	RAB40A	ENSG00000172476	RAB40A	X	102754678	102774417	102754854	102755684	-
ENST00000372638	CITED4	ENSG00000179862	CITED4	1	41326729	41328018	41327248	41327799	-
ENST00000372642	ENDOG	ENSG00000167136	ENDOG	9	131580753	131584956	131580964	131584886	+
ENST00000372643	WFDC10A	ENSG00000180305	WFDC10A	20	44258165	44259835	44258453	44259654	+
ENST00000372645	NGFRAP1	ENSG00000166681	NGFRAP1	X	102631268	102633005	102632420	102632752	+
ENST00000372648	TBC1D13	ENSG00000107021	TBC1D13	9	131549483	131572711	131549633	131570155	+
ENST00000372661	WBP5	ENSG00000185222	WBP5	X	102611373	102613397	102612613	102612924	+
ENST00000372663	ZDHHC12	ENSG00000160446	ZDHHC12	9	131483148	131486406	131483463	131486372	-
ENST00000372670	WFDC6	ENSG00000243543	WFDC6	20	44162835	44168134	44163109	44168046	-
ENST00000372676	WFDC2	ENSG00000101443	WFDC2	20	44098346	44110172	44098422	44108730	+
ENST00000372680	TCEAL5	ENSG00000204065	TCEAL5	X	102528619	102531800	102528874	102529491	-
ENST00000372684	RIMS3	ENSG00000117016	RIMS3	1	41086351	41131329	41092192	41107597	-
ENST00000372685	TCEAL8	ENSG00000180964	TCEAL8	X	102507923	102510131	102508557	102508907	-
ENST00000372692	SET	ENSG00000119335	SET	9	131445703	131458679	131446175	131456940	+
ENST00000372695	BEX4	ENSG00000102409	BEX4	X	102470020	102472174	102471082	102471441	+
ENST00000372699	ZNF684	ENSG00000117010	ZNF684	1	40997233	41013841	40998839	41013129	+
ENST00000372700	DUSP13	ENSG00000079393	DUSP13	10	76854192	76868979	76854437	76868915	-
ENST00000372703	EXO5	ENSG00000164002	EXO5	1	40974413	40982228	40980217	40981335	+
ENST00000372706	ZFP69	ENSG00000187815	ZFP69	1	40942887	40962015	40945034	40961728	+
ENST00000372710	DBNDD2	ENSG00000244274	DBNDD2	20	44034697	44039250	44036802	44038777	+
ENST00000372715	WDR34	ENSG00000119333	WDR34	9	131395940	131419066	131396026	131419005	-
ENST00000372718	SMAP2	ENSG00000084070	SMAP2	1	40810522	40888998	40839793	40887770	+
ENST00000372726	TP53TG5	ENSG00000124251	TP53TG5	20	44002526	44036529	44002550	44006876	-
ENST00000372728	BEX1	ENSG00000133169	BEX1	X	102317579	102319168	102317828	102318202	-
ENST00000372733	SDC4	ENSG00000124145	SDC4	20	43953928	43977064	43955907	43977024	-
ENST00000372735	BHLHB9	ENSG00000198908	BHLHB9	X	101975616	102008468	102003924	102005564	+
ENST00000372739	SPTAN1	ENSG00000197694	SPTAN1	9	131314866	131395941	131329020	131395610	+
ENST00000372748	COL9A2	ENSG00000049089	COL9A2	1	40766159	40783488	40766857	40782869	-
ENST00000372759	ZMPSTE24	ENSG00000084073	ZMPSTE24	1	40723779	40759856	40723944	40758338	+
ENST00000372764	PLAU	ENSG00000122861	PLAU	10	75668935	75677255	75671314	75676320	+
ENST00000372766	TMCO2	ENSG00000188800	TMCO2	1	40711619	40717363	40713666	40717263	+
ENST00000372769	SEMG2	ENSG00000124157	SEMG2	20	43849941	43853099	43850031	43852019	+
ENST00000372771	RLF	ENSG00000117000	RLF	1	40627045	40706593	40627072	40706116	+
ENST00000372774	TCEAL6	ENSG00000204071	TCEAL6	X	101395448	101397942	101395755	101396303	-
ENST00000372780	TCEAL2	ENSG00000184905	TCEAL2	X	101380660	101382683	101381803	101382483	+
ENST00000372781	SEMG1	ENSG00000124233	SEMG1	20	43835638	43838413	43835695	43837324	+
ENST00000372782	ZMAT1	ENSG00000166432	ZMAT1	X	101137262	101187004	101138485	101173606	-
ENST00000372785	WFDC12	ENSG00000168703	WFDC12	20	43752066	43753106	43752490	43753088	-
ENST00000372789	WFDC5	ENSG00000175121	WFDC5	20	43738093	43743813	43738653	43743724	-
ENST00000372797	CAP1	ENSG00000131236	CAP1	1	40505905	40538321	40525019	40537202	+
ENST00000372806	STK4	ENSG00000101109	STK4	20	43595115	43708600	43595210	43703814	+
ENST00000372808	GNMT	ENSG00000124713	GNMT	6	42928496	42931618	42928506	42931441	+
ENST00000372809	MFSD2A	ENSG00000168389	MFSD2A	1	40420802	40435638	40420965	40435237	+
ENST00000372813	TOMM34	ENSG00000025772	TOMM34	20	43570771	43589127	43571753	43588974	-
ENST00000372827	BMP8B	ENSG00000116985	BMP8B	1	40222854	40254533	40226094	40254157	-
ENST00000372829	ARMCX1	ENSG00000126947	ARMCX1	X	100805514	100809683	100807914	100809272	+
ENST00000372830	PPIE	ENSG00000084072	PPIE	1	40157854	40229586	40204573	40228293	+
ENST00000372833	CHCHD1	ENSG00000172586	CHCHD1	10	75541805	75543410	75541834	75542942	+
ENST00000372836	CNPY3	ENSG00000137161	CNPY3	6	42896938	42907025	42897309	42906526	+
ENST00000372838	CERCAM	ENSG00000167123	CERCAM	9	131174030	131199626	131183157	131198181	+
ENST00000372839	YWHAB	ENSG00000166913	YWHAB	20	43514317	43537173	43530175	43535076	+
ENST00000372841	FUT11	ENSG00000196968	FUT11	10	75532049	75540009	75532092	75535440	+
ENST00000372844	HPCAL4	ENSG00000116983	HPCAL4	1	40144320	40157361	40148211	40150275	-
ENST00000372852	HEYL	ENSG00000163909	HEYL	1	40089825	40105617	40092182	40105297	-
ENST00000372858	PABPC4	ENSG00000090621	PABPC4	1	40026488	40042462	40027373	40041623	-
ENST00000372861	KCNK15	ENSG00000124249	KCNK15	20	43374421	43379675	43374552	43379476	+
ENST00000372868	WISP2	ENSG00000064205	WISP2	20	43343485	43357150	43344032	43355945	+
ENST00000372874	ADA	ENSG00000196839	ADA	20	43248163	43280874	43248478	43280248	-
ENST00000372889	PKIG	ENSG00000168734	PKIG	20	43160426	43252888	43243198	43247002	+
ENST00000372890	TRUB2	ENSG00000167112	TRUB2	9	131071382	131085021	131071832	131084687	-
ENST00000372899	UBR2	ENSG00000024048	UBR2	6	42531800	42661242	42532058	42658908	+
ENST00000372902	TIMM8A	ENSG00000126953	TIMM8A	X	100600649	100604184	100601490	100603652	-
ENST00000372904	TTPAL	ENSG00000124120	TTPAL	20	43104526	43123244	43108640	43118179	+
ENST00000372907	TAF7L	ENSG00000102387	TAF7L	X	100523241	100548059	100524184	100548033	-
ENST00000372910	C20orf62	ENSG00000168746	C20orf62	20	43080624	43093984	43090528	43093919	-
ENST00000372919	ANXA7	ENSG00000138279	ANXA7	10	75134859	75173834	75135856	75160614	-
ENST00000372922	TRERF1	ENSG00000124496	TRERF1	6	42192669	42419789	42196086	42237328	-
ENST00000372923	DNM1	ENSG00000106976	DNM1	9	130965658	131017527	130965750	131016990	+
ENST00000372927	CENPI	ENSG00000102384	CENPI	X	100353178	100418670	100356060	100417953	+
ENST00000372930	TMEM35	ENSG00000126950	TMEM35	X	100333709	100351353	100333992	100349942	+
ENST00000372936	TRMT2B	ENSG00000188917	TRMT2B	X	100264335	100307105	100265573	100297278	-
ENST00000372945	MRPS16	ENSG00000182180	MRPS16	10	75006510	75012451	75010613	75012240	-
ENST00000372950	DNAJC9	ENSG00000213551	DNAJC9	10	74943120	75008620	75003161	75006947	-
ENST00000372956	XKRX	ENSG00000182489	XKRX	X	100168431	100184422	100169330	100183293	-
ENST00000372963	RP1-139D8.6	ENSG00000214732	RP1-139D8.6	6	42123279	42131156	42123279	42130984	+
ENST00000372966	NOX1	ENSG00000007952	NOX1	X	100098313	100129334	100098944	100129128	-
ENST00000372969	NDUFS5	ENSG00000168653	NDUFS5	1	39491990	39500308	39494397	39500165	+
ENST00000372970	OSER1	ENSG00000132823	OSER1	20	42825136	42839431	42825695	42835597	-
