gene	gene_id	transcript	transcript_mis_oe	transcript_cds_length	n_mcrs	min_mcr_mis_oe	min_mcr_oe_cds_length	loeuf	loeuf_decile	genebayes_shet_decile	roulette_shet_decile	omim_disease_inheritance	ddg2p_monoallelic_strong_def
LRRC47	ENSG00000130764	ENST00000378251	0.9119	1749	1	0.9118999171	NA	0.768056074	4	7	7	No OMIM disease association	FALSE
DCLRE1C	ENSG00000152457	ENST00000378278	1.0515	2076	2	0.4617373638	74	0.9221706628	5	6	5	Autosomal recessive only	FALSE
AARD	ENSG00000205002	ENST00000378279	1.1224	465	1	1.122419861	NA	1.323497333	8	3	9	No OMIM disease association	FALSE
TP73	ENSG00000078900	ENST00000378295	0.8256	1908	3	0.4579235793	275	0.3855399108	2	9	9	Autosomal recessive only	FALSE
RCBTB1	ENSG00000136144	ENST00000378302	0.86279	1593	1	0.862793006	NA	0.9937632426	6	5	5	Autosomal recessive only	FALSE
USP9X	ENSG00000124486	ENST00000378308	0.5269	7662	11	0	79	0.1262296208	1	10	NA	Other inheritance type	TRUE
C19orf54	ENSG00000188493	ENST00000378313	1.0316	1053	1	1.031626341	NA	1.342548806	8	1	2	No OMIM disease association	FALSE
PHF11	ENSG00000136147	ENST00000378319	0.94033	993	1	0.9403190459	NA	1.323979492	8	2	1	No OMIM disease association	FALSE
REEP2	ENSG00000132563	ENST00000378339	0.69828	762	1	0.6982868302	NA	0.4041321219	2	8	9	Other inheritance type	FALSE
TPRG1L	ENSG00000158109	ENST00000378344	0.97142	816	1	0.9714332757	NA	0.770704915	4	3	4	No OMIM disease association	FALSE
CA9	ENSG00000107159	ENST00000378357	0.98735	1377	1	0.9873400303	NA	0.9256942694	6	1	3	No OMIM disease association	FALSE
APRT	ENSG00000198931	ENST00000378364	1.2637	540	1	1.263700838	NA	1.425301927	9	4	2	Autosomal recessive only	FALSE
HSPA14	ENSG00000187522	ENST00000378372	0.92826	1527	1	0.9282575421	NA	0.7638061067	4	8	8	No OMIM disease association	FALSE
ARHGEF16	ENSG00000130762	ENST00000378378	0.96086	2127	1	0.9608562567	NA	0.6806864041	4	2	4	No OMIM disease association	FALSE
MRS2	ENSG00000124532	ENST00000378386	0.886	1329	1	0.8860022901	NA	1.039790107	6	4	5	No OMIM disease association	FALSE
ARHGEF39	ENSG00000137135	ENST00000378387	0.9663	1005	1	0.9663085134	NA	1.001591732	6	2	2	No OMIM disease association	FALSE
ANKEF1	ENSG00000132623	ENST00000378392	0.98016	2328	1	0.9801555236	NA	0.8275454492	5	1	3	No OMIM disease association	FALSE
PKHD1L1	ENSG00000205038	ENST00000378402	1.0208	12729	3	0.3041891187	57	1.078882653	7	1	NA	No OMIM disease association	FALSE
ACTRT2	ENSG00000169717	ENST00000378404	0.98011	1131	1	0.9801164893	NA	0.791817676	4	3	9	No OMIM disease association	FALSE
MMEL1	ENSG00000142606	ENST00000378412	0.96651	2337	1	0.9665427509	NA	0.7280504142	4	1	3	No OMIM disease association	FALSE
BCOR	ENSG00000183337	ENST00000378444	0.86704	5265	7	0.256235053	88	0.7274048229	4	10	NA	Other inheritance type	TRUE
DCDC2	ENSG00000146038	ENST00000378454	0.9796	1428	1	0.9796002544	NA	1.007966422	6	4	4	Autosomal recessive only	FALSE
NUP160	ENSG00000030066	ENST00000378460	0.93689	4308	3	0.3216985684	46	0.7727860068	4	8	7	Autosomal recessive only	FALSE
PANK4	ENSG00000157881	ENST00000378466	0.8636	2319	1	0.863564301	NA	0.3853060511	2	8	9	Autosomal dominant only	FALSE
PLCB4	ENSG00000101333	ENST00000378473	0.70456	3618	7	0.09411543258	92	0.5042986937	2	8	8	Other inheritance type	TRUE
TSPAN7	ENSG00000156298	ENST00000378482	0.55535	747	1	0.5553627213	NA	0.45017069	2	9	NA	Other inheritance type	TRUE
PLCH2	ENSG00000149527	ENST00000378486	1.0037	4248	2	0.8863323341	2694	0.5567547071	3	4	3	No OMIM disease association	FALSE
NRSN1	ENSG00000152954	ENST00000378491	0.88607	585	1	0.886081316	NA	1.880429136	10	5	3	No OMIM disease association	FALSE
CAMKMT	ENSG00000143919	ENST00000378494	1.0628	969	1	1.062799533	NA	1.448199533	9	2	2	No OMIM disease association	FALSE
SLC35B4	ENSG00000205060	ENST00000378509	0.80625	993	1	0.8062569401	NA	1.171943234	7	5	3	No OMIM disease association	FALSE
LIG3	ENSG00000005156	ENST00000378526	0.85884	3027	1	0.8588475428	NA	0.6982683245	4	6	5	Other inheritance type	FALSE
MORN1	ENSG00000116151	ENST00000378531	1.088	1491	1	1.088010186	NA	0.984560856	6	1	2	No OMIM disease association	FALSE
SRPX	ENSG00000101955	ENST00000378533	1.1011	1392	1	1.101111699	NA	1.245100845	8	6	NA	No OMIM disease association	FALSE
SPI1	ENSG00000066336	ENST00000378538	0.70251	810	4	0.3159757331	71	0.3579285466	1	10	10	Autosomal dominant only	FALSE
FAAP20	ENSG00000162585	ENST00000378546	1.1718	540	1	1.17177964	NA	0.9980888472	6	5	8	No OMIM disease association	FALSE
PODXL	ENSG00000128567	ENST00000378555	0.89765	1674	1	0.89765809	NA	0.5831577532	3	6	6	No OMIM disease association	FALSE
PRKCZ	ENSG00000067606	ENST00000378567	0.71051	1776	4	0.4279905842	78	0.3953199954	2	8	8	No OMIM disease association	FALSE
CCL7	ENSG00000108688	ENST00000378569	1.1793	297	1	1.179369829	NA	2.212321264	10	3	4	No OMIM disease association	FALSE
PRPF18	ENSG00000165630	ENST00000378572	0.64151	1026	4	0.2291877317	170	1.10818876	7	7	5	No OMIM disease association	FALSE
DYNLT3	ENSG00000165169	ENST00000378578	0.99846	348	1	0.9984639017	NA	0.8304528107	5	9	NA	No OMIM disease association	FALSE
GABRD	ENSG00000187730	ENST00000378585	0.77243	1356	3	0.6527863671	945	0.4787296608	2	9	9	Autosomal dominant only	FALSE
CYBB	ENSG00000165168	ENST00000378588	0.71672	1710	3	0.5858062038	834	0.4048947581	2	10	NA	Other inheritance type	FALSE
GNB1	ENSG00000078369	ENST00000378609	0.41753	1020	2	0.3651767455	897	0.1117271215	1	10	10	Other inheritance type	TRUE
XK	ENSG00000047597	ENST00000378616	0.68821	1332	1	0.6882010133	NA	1.64537555	9	10	NA	Other inheritance type	FALSE
PIGO	ENSG00000165282	ENST00000378617	0.88442	3267	1	0.8844087999	NA	0.8191322377	5	5	4	Autosomal recessive only	FALSE
LANCL3	ENSG00000147036	ENST00000378619	0.87685	1260	1	0.8768543539	NA	2.073883283	10	7	NA	No OMIM disease association	FALSE
LRP4	ENSG00000134569	ENST00000378623	0.74989	5715	3	0.6159553032	945	0.5031281586	2	7	7	Other inheritance type	FALSE
PRRG1	ENSG00000130962	ENST00000378628	0.93329	654	1	0.9332851638	NA	1.765861332	9	7	NA	No OMIM disease association	FALSE
FANCG	ENSG00000221829	ENST00000378643	0.8741	1866	1	0.8740926022	NA	1.130133252	7	4	3	Autosomal recessive only	FALSE
SYCE1L	ENSG00000205078	ENST00000378644	1.3972	726	1	1.397225229	NA	1.153890539	7	1	1	No OMIM disease association	FALSE
CFAP47	ENSG00000165164	ENST00000378653	1.1028	9561	1	1.102798233	NA	0.4139508699	2	6	NA	Other inheritance type	FALSE
UQCRQ	ENSG00000164405	ENST00000378670	1.0214	246	1	1.021431829	NA	2.251454638	10	4	6	Autosomal recessive only	FALSE
SHROOM1	ENSG00000164403	ENST00000378679	1.0136	2556	1	1.013583219	NA	0.7965534073	4	4	5	No OMIM disease association	FALSE
UCMA	ENSG00000165623	ENST00000378681	1.0786	414	1	1.078634103	NA	1.257120399	8	1	1	No OMIM disease association	FALSE
SOWAHA	ENSG00000198944	ENST00000378693	1.0564	1647	1	1.056385495	NA	0.8736931792	5	6	NA	No OMIM disease association	FALSE
GLIPR1L1	ENSG00000173401	ENST00000378695	1.0508	726	1	1.050745857	NA	1.281583525	8	1	3	No OMIM disease association	FALSE
ID4	ENSG00000172201	ENST00000378700	1.1484	483	2	0.1327962463	57	0.9559676923	6	5	5	No OMIM disease association	FALSE
MCM10	ENSG00000065328	ENST00000378714	1.0149	2622	1	1.014888805	NA	0.9455569427	6	5	5	Autosomal recessive only	FALSE
SEPTIN8	ENSG00000164402	ENST00000378719	0.8392	1449	3	0.2713520114	79	0.4807828545	2	8	7	No OMIM disease association	FALSE
ESD	ENSG00000139684	ENST00000378720	1.0207	846	1	1.020688812	NA	1.359260728	8	3	4	No OMIM disease association	FALSE
CCNI2	ENSG00000205089	ENST00000378731	0.92963	1107	1	0.9296203365	NA	1.160415517	7	1	1	No OMIM disease association	FALSE
TMEM240	ENSG00000205090	ENST00000378733	0.82837	519	2	0.3989108001	118	0.2557500896	1	8	7	Autosomal dominant only	TRUE
ZFC3H1	ENSG00000133858	ENST00000378743	0.84849	5967	4	0.2219263205	96	0.3534285782	1	10	9	No OMIM disease association	FALSE
OPTN	ENSG00000123240	ENST00000378747	0.92693	1731	1	0.92692999	NA	0.9533939844	6	4	2	Other inheritance type	FALSE
PEX16	ENSG00000121680	ENST00000378750	0.91497	1008	1	0.914961097	NA	1.019543641	6	6	6	Autosomal recessive only	FALSE
ATAD3A	ENSG00000197785	ENST00000378756	0.84124	1758	4	0.2251238181	45	0.553152741	3	6	5	Other inheritance type	TRUE
ATAD3C	ENSG00000215915	ENST00000378785	0.98309	1233	3	0.3544795715	145	0.8986147666	5	1	2	No OMIM disease association	FALSE
HAO1	ENSG00000101323	ENST00000378789	1.0311	1110	1	1.031149764	NA	1.147185426	7	1	3	No OMIM disease association	FALSE
IST1	ENSG00000182149	ENST00000378799	1.0955	1098	2	0.5565956586	155	0.9873335021	6	6	6	No OMIM disease association	FALSE
CYP4V2	ENSG00000145476	ENST00000378802	1.0183	1575	1	1.018314576	NA	1.083687533	7	2	3	Autosomal recessive only	FALSE
RAD50	ENSG00000113522	ENST00000378823	0.87787	3936	3	0.3275347551	69	0.945541906	6	4	3	Autosomal recessive only	FALSE
CCDC3	ENSG00000151468	ENST00000378825	1.1777	810	1	1.177709424	NA	1.264486964	8	2	1	No OMIM disease association	FALSE
BMP2	ENSG00000125845	ENST00000378827	0.84417	1188	2	0.592616321	289	0.6989335434	4	9	10	Other inheritance type	TRUE
ACCSL	ENSG00000205126	ENST00000378832	0.90539	1704	1	0.9053922411	NA	1.157732444	7	1	2	No OMIM disease association	FALSE
GALT	ENSG00000213930	ENST00000378842	0.82111	1137	1	0.8211108197	NA	0.9523240232	6	5	3	Autosomal recessive only	FALSE
C4orf47	ENSG00000205129	ENST00000378850	0.9248	927	1	0.9247959211	NA	1.484237334	9	3	NA	No OMIM disease association	FALSE
LRRN4	ENSG00000125872	ENST00000378858	1.0609	2220	1	1.060981656	NA	1.306108425	8	2	2	No OMIM disease association	FALSE
CRLS1	ENSG00000088766	ENST00000378863	0.94245	903	1	0.9424427712	NA	0.8064402429	5	5	5	Autosomal recessive only	FALSE
ALKBH6	ENSG00000239382	ENST00000378875	0.80542	714	2	0.1868576767	37	1.007489256	6	6	6	No OMIM disease association	FALSE
DHRS13	ENSG00000167536	ENST00000378895	0.92898	1131	1	0.9289890752	NA	1.491225162	9	5	1	No OMIM disease association	FALSE
ARID3C	ENSG00000205143	ENST00000378909	1.0587	1236	1	1.058731345	NA	1.654384679	9	3	3	No OMIM disease association	FALSE
NPHS1	ENSG00000161270	ENST00000378910	0.95517	3723	1	0.9551444807	NA	0.9208945418	5	4	3	Autosomal recessive only	FALSE
ATL2	ENSG00000119787	ENST00000378954	1.0504	1749	1	1.050399237	NA	0.4814557295	2	8	7	No OMIM disease association	FALSE
RPP25L	ENSG00000164967	ENST00000378959	0.88356	489	1	0.8835710999	NA	NA	NA	7	8	No OMIM disease association	FALSE
CHGB	ENSG00000089199	ENST00000378961	0.9681	2031	3	0.2355573877	38	0.7463510748	4	6	6	No OMIM disease association	FALSE
TASL	ENSG00000120280	ENST00000378962	0.7755	903	1	0.7755217146	NA	4.618012279	10	10	NA	No OMIM disease association	FALSE
NR0B1	ENSG00000169297	ENST00000378970	0.86869	1410	2	0.5848808305	336	3.086506311	10	10	NA	Other inheritance type	FALSE
U2AF1L4	ENSG00000161265	ENST00000378975	1.0543	543	1	1.054345614	NA	1.310018548	8	1	2	No OMIM disease association	FALSE
CNTFR	ENSG00000122756	ENST00000378980	0.81696	1116	3	0.5724532726	318	0.3883252853	2	9	9	No OMIM disease association	FALSE
IL1RAPL1	ENSG00000169306	ENST00000378993	0.65779	2088	3	0.4061451527	439	0.4709417065	2	10	NA	Other inheritance type	TRUE
C11orf91	ENSG00000205177	ENST00000379011	0.87723	579	1	0.8772255882	NA	1.433242823	9	3	NA	No OMIM disease association	FALSE
GPCPD1	ENSG00000125772	ENST00000379019	0.73436	2016	1	0.7343578078	NA	0.414658437	2	8	7	No OMIM disease association	FALSE
NRCAM	ENSG00000091129	ENST00000379028	0.88714	3912	2	0.6860866232	642	0.6737914687	4	8	7	Autosomal recessive only	FALSE
ARX	ENSG00000004848	ENST00000379044	0.72034	1686	3	0.2737632176	279	0.9853287992	6	10	NA	Other inheritance type	TRUE
RBM24	ENSG00000112183	ENST00000379052	0.80099	708	1	0.800991704	NA	0.6082244039	3	6	3	No OMIM disease association	FALSE
POLA1	ENSG00000101868	ENST00000379068	0.80296	4404	7	0	74	0.2980862976	1	10	NA	Other inheritance type	TRUE
FABP9	ENSG00000205186	ENST00000379071	1.0811	396	1	1.081115256	NA	1.830836851	9	3	2	No OMIM disease association	FALSE
NGRN	ENSG00000182768	ENST00000379095	1.112	873	1	1.111982522	NA	1.576950218	9	3	3	No OMIM disease association	FALSE
LYRM9	ENSG00000232859	ENST00000379102	0.98996	234	1	0.9899634556	NA	1.757138851	9	2	2	No OMIM disease association	FALSE
KCTD4	ENSG00000180332	ENST00000379108	0.82409	777	1	0.8240762106	NA	NA	NA	6	5	No OMIM disease association	FALSE
SCNN1D	ENSG00000162572	ENST00000379116	1.2103	2406	1	1.210348295	NA	0.6735661505	4	1	2	No OMIM disease association	FALSE
PCNA	ENSG00000132646	ENST00000379143	0.50404	783	1	0.5040476554	NA	0.2522769895	1	10	10	Autosomal recessive only	FALSE
PCYT1B	ENSG00000102230	ENST00000379144	0.55	1107	4	0.1711198572	186	0.6568027183	3	9	NA	No OMIM disease association	FALSE
GPALPP1	ENSG00000133114	ENST00000379151	0.93933	1020	1	0.939334638	NA	1.321519339	8	2	2	No OMIM disease association	FALSE
CD83	ENSG00000112149	ENST00000379153	1.0008	615	1	1.000791139	NA	1.265385657	8	4	5	No OMIM disease association	FALSE
NUDT2	ENSG00000164978	ENST00000379158	0.94515	441	1	0.9451581867	NA	1.394677927	9	2	4	Autosomal recessive only	FALSE
NUFIP1	ENSG00000083635	ENST00000379161	0.93591	1485	1	0.9359061123	NA	0.9206849214	5	4	5	No OMIM disease association	FALSE
PDK3	ENSG00000067992	ENST00000379162	0.59333	1218	1	0.5933219718	NA	0.6937293168	4	8	NA	Other inheritance type	FALSE
MCUR1	ENSG00000050393	ENST00000379170	1.0014	1077	1	1.00136647	NA	1.09155856	7	3	4	No OMIM disease association	FALSE
SERP2	ENSG00000151778	ENST00000379179	0.70782	195	1	0.7078263629	NA	1.522705995	9	7	8	No OMIM disease association	FALSE
C4orf46	ENSG00000205208	ENST00000379205	1.0852	339	1	1.08523789	NA	2.130978316	10	5	6	No OMIM disease association	FALSE
CXorf58	ENSG00000165182	ENST00000379211	0.89424	996	1	0.8942442499	NA	2.03634312	10	2	NA	No OMIM disease association	FALSE
LGR4	ENSG00000205213	ENST00000379214	0.91218	2853	1	0.9121442461	NA	0.8839359517	5	8	6	Other inheritance type	FALSE
DNAJC15	ENSG00000120675	ENST00000379221	1.1118	450	1	1.111823819	NA	1.669225916	9	1	1	No OMIM disease association	FALSE
APOO	ENSG00000184831	ENST00000379226	1.121	594	1	1.120997688	NA	0.6892865797	4	7	NA	No OMIM disease association	FALSE
TNFRSF4	ENSG00000186827	ENST00000379236	1.0521	831	1	1.052142968	NA	0.7099803293	4	4	NA	Autosomal recessive only	FALSE
UBAP2	ENSG00000137073	ENST00000379238	0.99881	3357	1	0.9988317757	NA	0.625301573	3	7	6	No OMIM disease association	FALSE
DNAJC2	ENSG00000105821	ENST00000379263	0.76443	1863	2	0.6692894497	1084	0.5506167815	3	9	9	No OMIM disease association	FALSE
TNFRSF18	ENSG00000186891	ENST00000379268	1.0684	723	1	1.068388442	NA	1.060459341	7	1	1	No OMIM disease association	FALSE
SAT1	ENSG00000130066	ENST00000379270	0.59644	513	1	0.5964368706	NA	0.6457037246	3	9	NA	Other inheritance type	FALSE
GFOD1	ENSG00000145990	ENST00000379287	0.72372	1170	1	0.723713747	NA	1.039230402	6	8	7	No OMIM disease association	FALSE
TTLL10	ENSG00000162571	ENST00000379289	1.017	2019	1	1.016988572	NA	0.6530723582	3	1	1	No OMIM disease association	FALSE
TBC1D7	ENSG00000145979	ENST00000379300	0.99094	879	1	0.9909392023	NA	1.212197099	8	3	3	Autosomal recessive only	FALSE
ACOT9	ENSG00000123130	ENST00000379303	0.90973	1344	1	0.909725048	NA	1.16171543	7	5	NA	No OMIM disease association	FALSE
VWA8	ENSG00000102763	ENST00000379310	0.99712	5715	1	0.9971228582	NA	1.087810537	7	1	NA	No OMIM disease association	FALSE
GATA3	ENSG00000107485	ENST00000379328	0.84253	1332	3	0.2903715436	349	0.2683133948	1	10	9	Autosomal dominant only	TRUE
PRDX4	ENSG00000123131	ENST00000379341	0.86836	813	3	0.1210433941	67	1.684370358	9	7	NA	No OMIM disease association	FALSE
PLEKHG4	ENSG00000196155	ENST00000379344	0.862	3573	1	0.8620238251	NA	0.6175967812	3	5	5	No OMIM disease association	FALSE
RGCC	ENSG00000102760	ENST00000379359	0.92767	411	1	0.9276829011	NA	1.37476186	8	6	4	No OMIM disease association	FALSE
PTCHD1	ENSG00000165186	ENST00000379361	0.73521	2664	1	0.735208309	NA	1.658643432	9	10	NA	Other inheritance type	TRUE
AGRN	ENSG00000188157	ENST00000379370	1.0193	6135	3	0.2534725743	49	0.3248037464	1	7	7	Autosomal recessive only	FALSE
PHEX	ENSG00000102174	ENST00000379374	0.83403	2247	1	0.834028357	NA	0.5283087659	3	10	NA	Other inheritance type	TRUE
EDN1	ENSG00000078401	ENST00000379375	0.93039	636	1	0.9303744376	NA	0.7751924612	4	7	6	Other inheritance type	TRUE
E2F4	ENSG00000205250	ENST00000379378	0.90603	1239	2	0.6775993623	409	0.4908031344	2	9	8	No OMIM disease association	FALSE
LYRM7	ENSG00000186687	ENST00000379380	0.96581	312	1	0.9658184261	NA	1.628850295	9	7	5	Autosomal recessive only	FALSE
HIVEP1	ENSG00000095951	ENST00000379388	0.96154	8154	12	0.1151808339	48	0.2421059117	1	9	10	No OMIM disease association	FALSE
RASSF2	ENSG00000101265	ENST00000379400	0.8442	978	1	0.8441949998	NA	0.8974687211	5	6	5	No OMIM disease association	FALSE
PRSS3	ENSG00000010438	ENST00000379405	0.77361	741	1	0.7735996866	NA	1.542473386	9	3	1	No OMIM disease association	FALSE
NAA16	ENSG00000172766	ENST00000379406	1.0118	2592	1	1.011839618	NA	1.115333508	7	4	4	No OMIM disease association	FALSE
PLEKHN1	ENSG00000187583	ENST00000379410	1.2076	1833	1	1.207571413	NA	0.7018832177	4	2	4	No OMIM disease association	FALSE
XDH	ENSG00000158125	ENST00000379416	1.0974	3999	1	1.097394504	NA	0.989240958	6	3	4	Autosomal recessive only	FALSE
TMEM170B	ENSG00000205269	ENST00000379426	0.8352	396	1	0.835199419	NA	0.9025181356	5	9	10	No OMIM disease association	FALSE
PRNP	ENSG00000171867	ENST00000379440	0.83611	759	1	0.8361204013	NA	2.475409349	10	7	6	Other inheritance type	FALSE
CTXN3	ENSG00000205279	ENST00000379445	0.89228	243	1	0.8922842477	NA	4.235389678	10	6	8	No OMIM disease association	FALSE
NEDD9	ENSG00000111859	ENST00000379446	0.88526	2502	1	0.8852149268	NA	0.4120185927	2	8	8	No OMIM disease association	FALSE
ADRA1D	ENSG00000171873	ENST00000379453	0.99912	1716	1	0.999119823	NA	1.034403702	6	3	3	No OMIM disease association	FALSE
ASPH	ENSG00000198363	ENST00000379454	1.0005	2274	1	1.000532893	NA	1.061234788	7	5	4	Autosomal recessive only	FALSE
MTRF1	ENSG00000120662	ENST00000379480	0.84152	1335	1	0.8415253118	NA	1.235572488	8	2	4	No OMIM disease association	FALSE
KBTBD7	ENSG00000120696	ENST00000379483	0.75097	2052	3	0.2919708029	61	0.8757311631	5	7	5	No OMIM disease association	FALSE
MBTPS2	ENSG00000012174	ENST00000379484	0.63135	1557	1	0.6313392672	NA	0.2233495612	1	10	NA	Other inheritance type	FALSE
KBTBD6	ENSG00000165572	ENST00000379485	0.65067	2022	4	0.5153655278	462	0.5492850759	3	9	10	No OMIM disease association	FALSE
WBP4	ENSG00000120688	ENST00000379487	0.94592	1128	1	0.9459298871	NA	0.9597923172	6	3	3	No OMIM disease association	FALSE
GCM2	ENSG00000124827	ENST00000379491	0.82408	1518	3	0.0992112704	48	0.9777927758	6	7	7	Other inheritance type	FALSE
SMPX	ENSG00000091482	ENST00000379494	0.89786	264	1	0.8978541286	NA	2.137167515	10	10	NA	Other inheritance type	FALSE
KLHL34	ENSG00000185915	ENST00000379499	1.0955	1932	1	1.095522137	NA	NA	NA	5	NA	No OMIM disease association	FALSE
CMTM1	ENSG00000089505	ENST00000379500	0.94256	858	1	0.9425672977	NA	1.400891459	9	2	4	No OMIM disease association	FALSE
TOM1L2	ENSG00000175662	ENST00000379504	0.91329	1521	2	0.5752899279	258	0.6326915955	3	7	7	No OMIM disease association	FALSE
LCLAT1	ENSG00000172954	ENST00000379509	0.87657	1128	1	0.8765808984	NA	0.5428055996	3	6	5	No OMIM disease association	FALSE
CNKSR2	ENSG00000149970	ENST00000379510	0.62889	3102	5	0.1094032055	151	0.3456785933	1	10	NA	Other inheritance type	TRUE
SNX2	ENSG00000205302	ENST00000379516	0.89845	1557	2	0.7992717746	1149	0.5629202731	3	8	9	No OMIM disease association	FALSE
NFX1	ENSG00000086102	ENST00000379540	0.83899	3360	3	0.7057224255	1638	0.6436623689	3	7	7	No OMIM disease association	FALSE
TMEM14B	ENSG00000137210	ENST00000379542	0.89128	342	1	0.8913028341	NA	1.140676797	7	1	1	No OMIM disease association	FALSE
INSC	ENSG00000188487	ENST00000379556	1.0318	1596	1	1.031776997	NA	1.293942866	8	1	2	No OMIM disease association	FALSE
TOGARAM2	ENSG00000189350	ENST00000379558	0.95693	3057	1	0.9569127014	NA	0.9852012769	6	1	2	No OMIM disease association	FALSE
FOXO1	ENSG00000150907	ENST00000379561	0.82925	1965	6	0.1065189604	55	1.041895489	6	10	10	No OMIM disease association	FALSE
KIN	ENSG00000151657	ENST00000379562	0.88516	1179	2	0.6668687481	409	1.022431895	6	5	5	No OMIM disease association	FALSE
RPS6KA3	ENSG00000177189	ENST00000379565	0.36494	2220	4	0.3027538155	951	0.2573169333	1	10	NA	Other inheritance type	TRUE
PAK1IP1	ENSG00000111845	ENST00000379568	0.87831	1176	1	0.8782989636	NA	0.8064773989	5	8	8	No OMIM disease association	FALSE
LHFPL6	ENSG00000183722	ENST00000379589	0.85992	600	1	0.8599266301	NA	0.5852989446	3	8	9	No OMIM disease association	FALSE
NHLRC3	ENSG00000188811	ENST00000379600	1.0006	1041	1	1.000590029	NA	1.2565012	8	2	4	No OMIM disease association	FALSE
EIF1AX	ENSG00000173674	ENST00000379607	0.10086	432	1	0.1008619109	NA	0.5073355629	2	10	NA	No OMIM disease association	FALSE
